chid,depvar,alt,ic,oc
560,1,gc,757.28,145.55
560,0,gr,803.59,134.8
560,0,hp,1009.7,207.69
561,0,ec,863.01,453.23
561,0,er,1025.4,457.83
561,1,gc,883.47,175.87
561,0,gr,988.4,156.32
561,0,hp,1045.2,249.66
562,0,ec,851.71,399.06
562,0,er,885.46,401.93
562,0,gc,743.41,147.6
562,1,gr,919.35,166.56
562,0,hp,1188.4,210.69
563,0,ec,902.7,563.82
563,0,er,1098.5,479.2
563,1,gc,844.66,210.42
563,0,gr,999.01,189.14
563,0,hp,1302.3,275.79
564,0,ec,827.14,554.1
564,0,er,1136.9,475.1
564,1,gc,895.04,204.21
564,0,gr,1029.5,176.57
564,0,hp,1165.4,259.19
565,0,ec,818.35,444.71
565,0,er,913.86,465
565,1,gc,746.14,178.24
565,0,gr,1036.7,142.19
565,0,hp,1091.4,228.51
566,0,ec,824.45,482.48
566,0,er,1116.1,383.77
566,1,gc,726.52,183.02
566,0,gr,924.26,142.09
566,0,hp,1224.9,226.42
567,0,ec,825.25,499.37
567,0,er,1034.7,438.76
567,1,gc,736.15,175.32
567,0,gr,928.42,137.26
567,0,hp,1110.1,228.93
568,0,ec,946.03,627.4
568,0,er,1181.2,503.12
568,1,gc,916.82,222.62
568,0,gr,1042.4,175.92
568,0,hp,1344,254.03
569,0,ec,1064.9,611.81
569,0,er,1259.1,505.07
569,1,gc,971.48,198.24
569,0,gr,1134.7,165.66
569,0,hp,1327.3,273.29
570,0,ec,628.12,344.65
570,0,er,593.72,384.94
570,0,gc,569.68,115.49
570,0,gr,682.07,77.863
570,1,hp,760.93,154.18
571,0,ec,925.92,466.8
571,0,er,861.54,383.03
571,0,gc,780.76,182.4
571,1,gr,811.08,152.61
571,0,hp,1069.2,219.56
572,0,ec,969.47,583.8
572,0,er,1131.5,471.37
572,1,gc,896,199.36
572,0,gr,1017.4,173.99
572,0,hp,1199.9,276.45
573,0,ec,815.37,458.85
573,0,er,951.67,472.2
573,0,gc,887.9,167.08
573,1,gr,899.99,190.97
573,0,hp,1105.6,224.25
574,0,ec,1000,449.67
574,0,er,1048.2,419.46
574,1,gc,856.17,190.45
574,0,gr,1071.5,162.04
574,0,hp,1079.7,221.72
575,0,ec,919.02,527.27
575,0,er,1037,414.96
575,1,gc,919.57,156.25
575,0,gr,1013.4,143.63
575,0,hp,1136.4,203.11
576,0,ec,766.1,369.33
576,0,er,757.2,288.13
576,1,gc,605.18,168.55
576,0,gr,606.7,137.43
576,0,hp,861.97,190.29
577,0,ec,846.55,369.28
577,0,er,810.7,443.54
577,1,gc,672.3,148.63
577,0,gr,751.91,120.75
577,0,hp,989.61,203.29
578,1,ec,700.38,392.54
578,0,er,934.52,395.83
578,0,gc,691.06,174.21
578,0,gr,762.96,120.1
578,0,hp,898.96,195.52
579,0,ec,799.33,535.26
579,0,er,993.46,521.85
579,1,gc,896.39,200.66
579,0,gr,1053.5,173.81
579,0,hp,1161.6,231.55
580,0,ec,659.25,384.05
580,0,er,1015.9,359.44
580,1,gc,630.94,157.65
580,0,gr,675.67,147.04
580,0,hp,866.1,182
581,0,ec,724.91,358.76
581,0,er,683.67,323.18
581,0,gc,611.98,144.17
581,1,gr,709.22,133.3
581,0,hp,787.88,164.86
582,1,ec,943.57,451.49
582,0,er,1081.9,430.16
582,0,gc,920.07,198.1
582,0,gr,949.4,162.1
582,0,hp,1076.3,242.62
583,0,ec,687.8,391.04
583,0,er,797.03,420.65
583,1,gc,673.76,163.52
583,0,gr,798.24,151.16
583,0,hp,1022.8,205.16
584,0,ec,1003.5,525.14
584,1,er,956.89,515.94
584,0,gc,897.86,209.7
584,0,gr,1163.6,172.71
584,0,hp,1241.6,267.42
585,0,ec,852.25,410.02
585,1,er,1008.5,395.87
585,0,gc,798.79,175.54
585,0,gr,885.19,152.68
585,0,hp,1019.5,242.74
586,0,ec,991.77,533.47
586,0,er,1122.2,524.81
586,0,gc,853.31,165.23
586,1,gr,1160.8,185.63
586,0,hp,1264.2,229.48
587,0,ec,870.9,432.52
587,0,er,886.29,401.39
587,1,gc,675.49,166.62
587,0,gr,760.82,176.97
587,0,hp,1056.2,198.16
588,0,ec,607.29,377.67
588,0,er,910.01,364.05
588,1,gc,693.2,132.81
588,0,gr,691.85,115.26
588,0,hp,798.76,165.97
589,0,ec,799.1,468.58
589,0,er,1002.9,418.11
589,1,gc,707.06,167.93
589,0,gr,880.76,157.28
589,0,hp,975.85,214.65
590,0,ec,933.87,599.41
590,0,er,1130.3,481.66
590,1,gc,895.24,220.64
590,0,gr,1177.1,168.83
590,0,hp,1248.6,260.81
591,0,ec,667.37,376.62
591,0,er,1063.5,355.55
591,0,gc,636.36,137.14
591,1,gr,946.1,131.21
591,0,hp,873.13,230.35
592,1,ec,923.39,454.02
592,0,er,1029.4,487.44
592,0,gc,951.08,183.22
592,0,gr,999.54,153.84
592,0,hp,1135.8,227.4
593,0,ec,734.34,510.35
593,0,er,925.1,405.8
593,0,gc,783.49,168.37
593,1,gr,907.25,139.28
593,0,hp,1012.7,227.51
594,0,ec,753.73,504.34
594,0,er,893.56,353.22
594,1,gc,669.9,167.26
594,0,gr,845.4,129.36
594,0,hp,917.79,195.21
595,0,ec,596.48,426.01
595,0,er,1005.7,352.71
595,1,gc,592.06,151.29
595,0,gr,699.12,119.72
595,0,hp,894.46,159.92
596,0,ec,694.29,435.99
596,0,er,1040.7,338
596,1,gc,735.59,169.54
596,0,gr,875.56,142.39
596,0,hp,1266.7,168.24
597,0,ec,901.7,486.9
597,0,er,1087.1,561.6
597,1,gc,878.73,186.68
597,0,gr,1003.6,169.69
597,0,hp,1229.2,272.62
598,0,ec,909.99,500.3
598,0,er,1079.1,468.7
598,1,gc,842.25,208.55
598,0,gr,1036.3,175.98
598,0,hp,1153.9,217.05
599,0,ec,948.98,571.25
599,0,er,1182.8,482.46
599,1,gc,854.32,187.49
599,0,gr,1138.7,177.56
599,0,hp,1277.8,257.73
600,0,ec,1024.1,526.1
600,0,er,1023.7,519.8
600,1,gc,919,170.11
600,0,gr,1049.6,159.59
600,0,hp,1199.8,231.22
601,0,ec,1030.7,505.08
601,0,er,1031.7,488.95
601,1,gc,846.09,205.31
601,0,gr,1086.3,164.87
601,0,hp,1266.3,214.75
602,0,ec,986.89,542.07
602,0,er,908.32,500.55
602,1,gc,963.11,201.82
602,0,gr,1038.2,182.96
602,0,hp,1352.8,268.61
603,0,ec,671.65,447.52
603,0,er,689.77,386.47
603,0,gc,709.03,148.22
603,0,gr,864.87,127.71
603,1,hp,850.78,185.13
604,1,ec,832.65,494.96
604,0,er,1075.6,394.03
604,0,gc,762.59,171.08
604,0,gr,888.88,153.88
604,0,hp,1012.2,202.15
605,0,ec,843.5,445.74
605,0,er,1110.1,504.77
605,0,gc,776.12,160.17
605,0,gr,997.49,155.76
605,1,hp,1170.4,238.74
606,0,ec,781.13,447.84
606,0,er,923.78,400.42
606,1,gc,678.78,194.6
606,0,gr,716.27,132.82
606,0,hp,1110,242.36
607,0,ec,701.47,344.01
607,1,er,822.25,417.22
607,0,gc,599.95,123.68
607,0,gr,755.25,123.07
607,0,hp,861.52,201.3
608,0,ec,599.87,357.68
608,0,er,678.64,297.94
608,1,gc,567.86,132.41
608,0,gr,803.25,136.79
608,0,hp,890.78,154.44
609,0,ec,839.24,568.66
609,1,er,1034.4,354.9
609,0,gc,736.5,171.54
609,0,gr,1045.1,158.75
609,0,hp,1032.6,263.83
610,0,ec,806.49,522.26
610,0,er,1043.5,458.95
610,1,gc,667.62,161.14
610,0,gr,889.2,151.57
610,0,hp,1008.4,199.1
611,0,ec,790.69,482.57
611,0,er,881.62,422.68
611,1,gc,704.88,176.24
611,0,gr,690.11,153.31
611,0,hp,933.53,238.48
612,1,ec,558.64,352.26
612,0,er,795.62,379.53
612,0,gc,706.46,148.85
612,0,gr,786.85,147.07
612,0,hp,813.62,211.81
613,0,ec,804.85,428
613,0,er,921.54,466.39
613,1,gc,894.15,180.7
613,0,gr,841.72,132.07
613,0,hp,957.58,212.22
614,0,ec,841.37,468.92
614,0,er,940.62,430.09
614,1,gc,644.33,173.19
614,0,gr,740.44,122.65
614,0,hp,894.23,196.45
615,0,ec,678.98,432.79
615,1,er,876.22,361.2
615,0,gc,587.98,135.8
615,0,gr,744.61,136.21
615,0,hp,878.81,160.16
616,0,ec,727.37,471.73
616,0,er,839.94,363.96
616,1,gc,753.94,147.51
616,0,gr,832.92,144.51
616,0,hp,955.64,208.34
617,0,ec,950.21,548.73
617,0,er,1029.5,420.13
617,0,gc,756.01,193.32
617,1,gr,956.91,138.81
617,0,hp,1060.3,241.82
618,0,ec,959.17,568.68
618,0,er,1147.5,457.56
618,1,gc,836.9,201.69
618,0,gr,1069.1,199.23
618,0,hp,1286,250.41
619,0,ec,697.07,445.15
619,0,er,1034.4,416.42
619,0,gc,702.91,178.2
619,1,gr,956.59,150.89
619,0,hp,986.12,199.64
620,0,ec,797.56,459.91
620,0,er,1091,464.42
620,0,gc,630.8,181.6
620,1,gr,909.53,169.8
620,0,hp,1090.3,240.97
621,0,ec,875.6,559.18
621,0,er,1115.1,481.84
621,1,gc,842.23,196.33
621,0,gr,1072,183.24
621,0,hp,1370.6,232.01
622,0,ec,929.69,557.43
622,0,er,1134.9,493.68
622,1,gc,921.07,209.88
622,0,gr,1090.3,191.11
622,0,hp,1309.4,248.63
623,0,ec,966.37,493.3
623,0,er,1047.1,466.54
623,0,gc,807.62,186.07
623,0,gr,920.13,164.79
623,1,hp,1050,220.55
624,0,ec,855.22,520.51
624,1,er,812.56,434.05
624,0,gc,968.45,171.79
624,0,gr,861.71,165.81
624,0,hp,1048.7,229.32
625,0,ec,1012.5,513.31
625,0,er,1035.7,473.32
625,1,gc,791.25,204.7
625,0,gr,931.35,176.59
625,0,hp,1151.5,269.95
626,0,ec,989.95,535.59
626,0,er,1058.1,504.26
626,1,gc,889.86,181.71
626,0,gr,985.64,154.5
626,0,hp,1075.5,259.65
627,0,ec,989.43,544.74
627,0,er,1007.7,598.36
627,1,gc,930.93,185.75
627,0,gr,969.88,179.72
627,0,hp,1218.5,284.98
628,0,ec,889.8,492.96
628,0,er,1149.9,444.5
628,1,gc,800.77,192.28
628,0,gr,863.61,127.16
628,0,hp,1096.4,208.06
629,0,ec,752.04,465.01
629,0,er,857.2,393.92
629,0,gc,703.88,133.87
629,0,gr,905.03,149.02
629,1,hp,896.84,152.58
630,0,ec,898.96,471.82
630,0,er,1080.8,423.51
630,0,gc,826.73,183.11
630,0,gr,1008.1,181.08
630,1,hp,1100.8,267.19
631,0,ec,957.5,535.42
631,1,er,1046.1,469.46
631,0,gc,777.62,223.72
631,0,gr,1033.3,188.48
631,0,hp,1390.3,234.31
632,0,ec,855.12,469.75
632,0,er,1041.3,434.82
632,1,gc,642.43,150.93
632,0,gr,906.52,151.02
632,0,hp,962.08,232.29
633,0,ec,734.98,511.49
633,0,er,787.26,416.86
633,1,gc,611.58,152.59
633,0,gr,927.2,132.76
633,0,hp,1062,237.79
634,0,ec,916.63,519.9
634,0,er,1044.4,509.15
634,1,gc,857.84,228.34
634,0,gr,900.82,174.82
634,0,hp,1176.5,271.01
635,0,ec,715.17,377.48
635,1,er,864.59,354.56
635,0,gc,722.55,168.16
635,0,gr,891.89,144.6
635,0,hp,871.77,202.35
636,0,ec,935.99,520.81
636,0,er,1140.6,457.38
636,1,gc,855.49,196.81
636,0,gr,998.71,166.37
636,0,hp,1180,241.65
637,0,ec,742.38,472.2
637,1,er,790.9,387.15
637,0,gc,804.4,138.35
637,0,gr,903.54,171.36
637,0,hp,961.02,181.62
638,0,ec,1031.9,597.92
638,0,er,1349.1,521.36
638,0,gc,958.27,210.57
638,1,gr,1136.7,187.21
638,0,hp,1255.8,254.63
639,0,ec,893.72,461.09
639,0,er,962.02,432.55
639,0,gc,775.28,172.06
639,1,gr,924.35,167.11
639,0,hp,1091.8,237.98
640,1,ec,963.27,412.59
640,0,er,1022.8,460.32
640,0,gc,829.51,189.62
640,0,gr,1043.9,157.54
640,0,hp,1198.8,241.95
641,0,ec,929.64,581.59
641,0,er,956.26,482.94
641,0,gc,885.93,186.08
641,0,gr,992.28,178.77
641,1,hp,1117.1,247.29
642,0,ec,585.57,399.65
642,0,er,893.77,357.16
642,1,gc,675.55,163.5
642,0,gr,697.83,127.55
642,0,hp,872.03,188.6
643,0,ec,750.95,478.52
643,0,er,928.03,463.4
643,1,gc,842.6,134.33
643,0,gr,890.04,161.83
643,0,hp,920.14,206.17
644,0,ec,812.22,320.93
644,0,er,809.48,361.48
644,1,gc,609.83,120.1
644,0,gr,903.63,154.66
644,0,hp,851.15,198.87
645,0,ec,758.11,334.65
645,0,er,888.6,299.47
645,1,gc,647.73,145.75
645,0,gr,894.4,114.13
645,0,hp,936.23,212.54
646,0,ec,743.61,531.48
646,0,er,1148.6,457.97
646,1,gc,940.11,176.97
646,0,gr,1137.5,169.89
646,0,hp,1121.2,238.24
647,0,ec,843.75,493.24
647,0,er,1032.6,405.83
647,1,gc,723.83,164.17
647,0,gr,806.87,136.46
647,0,hp,970.09,190.9
648,0,ec,832.71,402.13
648,0,er,1060.5,454.66
648,1,gc,777.97,187.42
648,0,gr,995.99,155.9
648,0,hp,986.89,230.29
649,0,ec,883.66,484.65
649,0,er,941.14,413.23
649,1,gc,795.93,173.79
649,0,gr,921.56,155.82
649,0,hp,995.73,212.25
650,0,ec,659.89,377.8
650,0,er,868.58,428.54
650,0,gc,743.64,162.18
650,1,gr,999.02,162.48
650,0,hp,997.42,198.23
651,0,ec,862.05,458.22
651,0,er,1090.6,413.57
651,1,gc,903.95,147.97
651,0,gr,1038.1,165.05
651,0,hp,1044.6,215.13
652,0,ec,713.58,404.25
652,0,er,840.77,438.52
652,1,gc,675.86,125.42
652,0,gr,846.26,133.53
652,0,hp,980.14,179.65
653,0,ec,674.08,409.82
653,0,er,768.89,359.36
653,1,gc,643.95,145.32
653,0,gr,696.78,135.53
653,0,hp,1101.8,169.72
654,0,ec,903.33,434.41
654,0,er,954.37,477.42
654,1,gc,742.98,155.19
654,0,gr,928.89,140.73
654,0,hp,1025.3,227.97
655,0,ec,971.93,494
655,0,er,1147,474.98
655,0,gc,899.08,192.6
655,1,gr,1008.2,172.26
655,0,hp,1227.4,261.52
656,0,ec,869.19,553.14
656,0,er,992.79,473.84
656,0,gc,803.73,183.14
656,0,gr,985.13,174.88
656,1,hp,1071.3,226.25
657,0,ec,759.99,371.27
657,0,er,1002.5,439.96
657,1,gc,758.45,159.94
657,0,gr,909.5,126.98
657,0,hp,1078.5,213.4
658,0,ec,1001.4,477.79
658,1,er,983.94,454.57
658,0,gc,820.05,158.13
658,0,gr,935.95,149.85
658,0,hp,1143.3,211.64
659,0,ec,890.89,563.66
659,1,er,959.85,427.27
659,0,gc,872.59,147.32
659,0,gr,937.99,148.45
659,0,hp,1043.4,232.72
660,1,ec,691.08,416.76
660,0,er,963.57,353.6
660,0,gc,676.39,138.08
660,0,gr,689.08,133.48
660,0,hp,874.4,214.67
661,0,ec,1000.2,545.33
661,0,er,1141.8,493.47
661,1,gc,786.8,209.64
661,0,gr,1086,181.86
661,0,hp,1064.3,287.41
662,0,ec,928.53,491.62
662,0,er,1015.8,453.93
662,1,gc,910.74,188.52
662,0,gr,954.3,181.48
662,0,hp,1048.8,274.26
663,0,ec,744.26,411.76
663,0,er,835.2,367.7
663,1,gc,581.17,148.42
663,0,gr,693.59,135.36
663,0,hp,823.61,177.07
664,0,ec,769.61,319.1
664,0,er,546.82,368.98
664,1,gc,619.49,140.08
664,0,gr,755.03,132.18
664,0,hp,789.78,181.11
665,0,ec,695.65,494.31
665,1,er,1110.7,435.7
665,0,gc,947.79,158.67
665,0,gr,877.02,160.17
665,0,hp,1128.4,220.54
666,0,ec,925.62,571.15
666,1,er,1155,516.58
666,0,gc,845.77,221.06
666,0,gr,1139.8,165.22
666,0,hp,1432.1,236.98
667,0,ec,540.34,428.02
667,0,er,808.75,443.07
667,0,gc,609.8,145.41
667,1,gr,689.09,108.11
667,0,hp,787.23,209.65
668,0,ec,756.41,392.05
668,0,er,750.42,313.18
668,1,gc,672.21,183.95
668,0,gr,722.94,117.15
668,0,hp,812.24,187.57
669,0,ec,783.54,433.12
669,0,er,717.88,397.52
669,1,gc,595.35,137.9
669,0,gr,816.93,133.47
669,0,hp,826.26,192.95
670,0,ec,898.77,437.47
670,0,er,1068.3,395.29
670,1,gc,693.18,162.64
670,0,gr,856.47,149.26
670,0,hp,984.17,198.91
671,0,ec,967.99,557.5
671,0,er,1038.8,430.4
671,1,gc,860.56,183.07
671,0,gr,961.14,171.3
671,0,hp,1089.9,238.55
672,0,ec,886.9,531.35
672,0,er,1071.4,445.55
672,1,gc,919.09,190.12
672,0,gr,944.3,171.39
672,0,hp,1205.6,229.34
673,0,ec,847.18,508.04
673,0,er,1006.7,455.37
673,1,gc,894.8,171.38
673,0,gr,968.38,181.73
673,0,hp,1079.8,201.83
674,0,ec,849.72,332.26
674,0,er,769.29,353.19
674,1,gc,628.61,162.06
674,0,gr,845.36,129.58
674,0,hp,910.31,228.16
675,0,ec,856.24,564.5
675,0,er,1070.4,482.15
675,1,gc,785.96,183.03
675,0,gr,1005.4,185.13
675,0,hp,1247.9,238.53
676,1,ec,642.63,412.34
676,0,er,731.88,326.78
676,0,gc,693.74,154.09
676,0,gr,995.11,122.4
676,0,hp,764.26,165.63
677,0,ec,866.05,485
677,0,er,1015.1,358.62
677,1,gc,774.86,137.55
677,0,gr,916.92,148.29
677,0,hp,979.96,218.84
678,0,ec,1055.4,519.26
678,0,er,810.16,436.89
678,0,gc,832.33,152.64
678,1,gr,950.04,161.81
678,0,hp,1184.7,221.39
679,1,ec,697.8,424.96
679,0,er,796.53,380.75
679,0,gc,699.28,140.61
679,0,gr,833.54,130.33
679,0,hp,877.5,208.88
680,0,ec,908.76,508.06
680,0,er,847.51,498.2
680,1,gc,964.55,172.97
680,0,gr,1076.4,159.01
680,0,hp,1243.5,238.44
681,0,ec,647.81,398.59
681,0,er,755.58,328.74
681,1,gc,597.98,126.78
681,0,gr,805.99,114.09
681,0,hp,787.13,199.78
682,0,ec,936.67,476.52
682,0,er,1081.3,483.74
682,1,gc,902.31,182.4
682,0,gr,970.22,147.81
682,0,hp,1118.8,222.65
683,0,ec,728.42,467.25
683,1,er,721.17,374.05
683,0,gc,703.55,141.15
683,0,gr,733.99,149.97
683,0,hp,865.1,192.44
684,0,ec,1071.6,558.45
684,0,er,1211.3,514.35
684,1,gc,992.59,208.11
684,0,gr,1268.2,190.44
684,0,hp,1337.3,261.85
685,0,ec,841.01,492.38
685,0,er,882.97,435.43
685,0,gc,708.31,175.8
685,1,gr,1081.3,151.72
685,0,hp,1154.7,215.96
686,0,ec,872.52,567.42
686,0,er,1070.3,455.55
686,0,gc,874.42,198.63
686,0,gr,956.61,145.68
686,1,hp,1173.1,233.05
687,0,ec,811.59,452.76
687,0,er,918.63,385.36
687,1,gc,613.79,164.8
687,0,gr,988.96,121.27
687,0,hp,897.44,209.28
688,0,ec,832.83,541.93
688,1,er,980.37,409.15
688,0,gc,722.62,159.51
688,0,gr,823.51,153.24
688,0,hp,961.27,215.69
689,0,ec,805.93,456.94
689,0,er,1055.3,497.21
689,1,gc,769.08,163.88
689,0,gr,935.43,125.71
689,0,hp,925.48,214.82
690,0,ec,804.09,481.27
690,0,er,948.8,434.92
690,0,gc,723.49,170.58
690,1,gr,862.54,137.81
690,0,hp,988.55,211.73
691,0,ec,757.29,533.54
691,0,er,1057.2,432.11
691,1,gc,729.01,159.26
691,0,gr,901.56,146.82
691,0,hp,1179.1,223.69
692,0,ec,806.64,522.26
692,0,er,1035.7,382.73
692,0,gc,741.37,153.42
692,1,gr,957.68,174.08
692,0,hp,989.46,202.38
693,0,ec,989.91,570.33
693,0,er,934.7,480.18
693,1,gc,786.69,190.46
693,0,gr,980.37,174.04
693,0,hp,1117.4,263.63
694,0,ec,735.66,438.26
694,0,er,935.97,452.58
694,1,gc,797.65,170.57
694,0,gr,883.95,150.91
694,0,hp,797.98,186.55
695,0,ec,986.63,506.68
695,0,er,1037.5,468.43
695,1,gc,913.19,181.13
695,0,gr,1086.6,157.94
695,0,hp,1126.5,257.94
696,0,ec,942.38,502.01
696,1,er,763.22,453.72
696,0,gc,828,194.11
696,0,gr,954.03,165.31
696,0,hp,1009.9,229.6
697,0,ec,864.34,456.14
697,0,er,941.28,420.42
697,1,gc,753.77,187.31
697,0,gr,998.17,138.31
697,0,hp,1070.6,225.14
698,0,ec,651.13,471.63
698,1,er,903.4,442.74
698,0,gc,824.96,147.9
698,0,gr,757.3,135.63
698,0,hp,991.34,165.32
699,0,ec,903.5,494.86
699,0,er,1010.3,419.83
699,1,gc,742.91,161.72
699,0,gr,1083.6,149.13
699,0,hp,1091.2,234.18
700,0,ec,859.43,509.41
700,0,er,1079.4,467.43
700,1,gc,802.47,187.45
700,0,gr,875.83,147.47
700,0,hp,1125.8,218.59
701,0,ec,769.25,407.04
701,0,er,989.82,405.88
701,1,gc,643.26,178.94
701,0,gr,710.16,151.65
701,0,hp,932.94,176.83
702,0,ec,954.01,564.59
702,0,er,1182.3,522.89
702,1,gc,1041.9,174.84
702,0,gr,1204.8,199.18
702,0,hp,1377.1,228.67
703,0,ec,813.74,429.65
703,0,er,995.25,355.19
703,1,gc,618.67,147.06
703,0,gr,871.76,130.46
703,0,hp,927.47,168.67
704,0,ec,892.58,415.35
704,0,er,936.07,515.09
704,1,gc,733.83,181.58
704,0,gr,909.52,163.71
704,0,hp,1053.8,252.65
705,0,ec,931.25,559.28
705,0,er,1165.6,516.85
705,1,gc,907.2,199.46
705,0,gr,951.39,167.06
705,0,hp,1084.8,255.89
706,0,ec,894.27,442.37
706,0,er,885.07,427.36
706,1,gc,782.29,171.62
706,0,gr,949.53,159.7
706,0,hp,1104.3,227.49
707,0,ec,953.21,553.71
707,0,er,1126.4,506.31
707,1,gc,971.94,192.59
707,0,gr,1007.1,163.23
707,0,hp,1096.6,232.09
708,0,ec,997.82,571.47
708,0,er,1147.5,518.61
708,0,gc,994.94,182.99
708,0,gr,1134.2,188.78
708,1,hp,1254.2,250.21
709,0,ec,1014.3,481.12
709,0,er,1125.5,480.82
709,1,gc,854.65,175.7
709,0,gr,1028,170.13
709,0,hp,1228.7,226.22
710,0,ec,810.73,415.32
710,0,er,955.16,424.2
710,1,gc,764.61,177.66
710,0,gr,779.63,151.56
710,0,hp,1175,188.03
711,0,ec,990.83,491.37
711,0,er,1178.9,505.48
711,1,gc,863.04,189.02
711,0,gr,1043.1,155.69
711,0,hp,1314.1,244.85
712,0,ec,797.85,375.86
712,0,er,770.68,372.92
712,1,gc,571.89,134.6
712,0,gr,733.41,144.22
712,0,hp,877.64,215.11
713,0,ec,856.09,390.37
713,0,er,803.48,399.72
713,1,gc,715.32,165.67
713,0,gr,711.33,119.85
713,0,hp,858.88,211.01
714,0,ec,909.6,472.7
714,1,er,957.06,420.36
714,0,gc,836.39,174.59
714,0,gr,917.48,185.39
714,0,hp,1121.3,242.65
715,0,ec,865.73,430.49
715,0,er,1148.8,482.67
715,1,gc,907.17,185.81
715,0,gr,911.74,174.02
715,0,hp,1255,205.02
716,1,ec,961.1,511.18
716,0,er,1051.9,500.78
716,0,gc,1039,199.83
716,0,gr,1084.2,149.39
716,0,hp,1141.1,266.56
717,0,ec,693.62,406.13
717,0,er,961.04,428.97
717,1,gc,666.31,136.34
717,0,gr,819.6,134.26
717,0,hp,931.17,191.15
718,0,ec,1025.5,455.78
718,0,er,1137.6,499.5
718,1,gc,791.76,185.23
718,0,gr,911.11,169.74
718,0,hp,1116.2,256.81
719,0,ec,1105.2,548.65
719,0,er,1204.4,455.56
719,0,gc,911.12,183.82
719,1,gr,1100.3,180.55
719,0,hp,1198.5,252.56
720,1,ec,879.19,575.97
720,0,er,1217.2,502.16
720,0,gc,927.58,209.43
720,0,gr,1056.7,154.05
720,0,hp,1279,264.5
721,0,ec,908.63,578.14
721,0,er,951,476.69
721,0,gc,796.63,200.82
721,1,gr,1068.7,179.5
721,0,hp,1126.3,255.8
722,0,ec,727.02,370.23
722,0,er,919.33,313.96
722,1,gc,654.39,135.32
722,0,gr,767.29,110.76
722,0,hp,859.35,197.28
723,0,ec,797.01,473.35
723,0,er,1033.8,341.09
723,1,gc,695.16,161.87
723,0,gr,836.18,118.52
723,0,hp,989.72,203.17
724,0,ec,745.47,426.45
724,0,er,888.24,421.85
724,1,gc,731.04,174.85
724,0,gr,835.16,144.33
724,0,hp,1020.2,227.45
725,0,ec,809.28,397.97
725,0,er,983.48,343.45
725,0,gc,642.31,152.53
725,1,gr,831.22,138.43
725,0,hp,532.32,187.84
726,0,ec,1159.3,598.1
726,0,er,1360.1,536.89
726,0,gc,1017,215.5
726,1,gr,1143.4,205.71
726,0,hp,1312.1,303.63
727,0,ec,756.24,408.16
727,0,er,693.3,349.93
727,1,gc,703.64,167.71
727,0,gr,728.62,150.25
727,0,hp,1041.1,200.16
728,0,ec,954.62,553.42
728,0,er,984.76,409.48
728,0,gc,924.57,201.8
728,1,gr,1000.9,162.97
728,0,hp,1166.1,232.46
729,0,ec,819.22,441.6
729,0,er,1011,499.26
729,1,gc,803.4,198.2
729,0,gr,898.97,166.45
729,0,hp,1069.2,240.53
730,0,ec,712.96,416.75
730,0,er,1061.7,428.23
730,1,gc,659.4,152.6
730,0,gr,985.27,141.56
730,0,hp,1113.8,226.34
731,0,ec,948.08,526.84
731,0,er,1178,562.91
731,1,gc,981.38,214.81
731,0,gr,954.73,190.84
731,0,hp,1430.2,288.67
732,0,ec,861.77,513.62
732,0,er,941.51,473.26
732,1,gc,852.54,177.59
732,0,gr,883.88,158.2
732,0,hp,1173.3,226.05
733,0,ec,758.1,487.46
733,0,er,940.57,402.88
733,1,gc,765.75,148.34
733,0,gr,867.64,135.3
733,0,hp,915.45,241.5
734,0,ec,883.04,450.27
734,1,er,857.93,466.69
734,0,gc,721.69,167.89
734,0,gr,1115.1,160.32
734,0,hp,916.53,230.16
735,0,ec,870.75,515.21
735,0,er,1007.3,484.83
735,0,gc,738.5,159.97
735,0,gr,1020.6,166.46
735,1,hp,1012.2,253.63
736,0,ec,860.79,538.42
736,0,er,1023.3,457.65
736,0,gc,846.48,190.04
736,1,gr,1127.2,164.06
736,0,hp,1190.8,239.17
737,0,ec,808.62,467.04
737,0,er,1139.4,510.48
737,1,gc,850.5,196.08
737,0,gr,870.88,157.05
737,0,hp,1101.6,215.36
738,0,ec,754.96,407.08
738,0,er,942.35,419.32
738,1,gc,722.37,171.3
738,0,gr,896.46,136.78
738,0,hp,944.47,194.23
739,0,ec,1012.9,583.31
739,0,er,1118.8,470.65
739,0,gc,1023.3,221.8
739,0,gr,1009.5,190.81
739,1,hp,1381.4,216.23
740,1,ec,883.34,398.65
740,0,er,1154.8,428.15
740,0,gc,765.05,161.63
740,0,gr,885.92,147.8
740,0,hp,1166.5,217.71
741,0,ec,884.08,478.36
741,0,er,959.6,484.51
741,0,gc,809.78,186.24
741,1,gr,935.83,162.86
741,0,hp,1001.5,250.86
742,0,ec,1124.9,515.79
742,0,er,1011.1,489.4
742,1,gc,899.85,207.96
742,0,gr,957.74,166.53
742,0,hp,1372.5,282.39
743,0,ec,909.68,484.21
743,1,er,1026.8,463.4
743,0,gc,877.52,188.23
743,0,gr,1008.3,159.82
743,0,hp,1166.3,248.73
744,0,ec,709.61,462.83
744,1,er,1051.6,380.57
744,0,gc,723.03,156.56
744,0,gr,1020.2,153.94
744,0,hp,918.79,208.17
745,0,ec,1189.1,679.9
745,0,er,1496.3,593.42
745,1,gc,970.14,241.5
745,0,gr,1100.6,183.71
745,0,hp,1534.6,279.37
746,0,ec,828.14,381.25
